city,model,datetime,temperature,rainfall,wind_speed
Delhi,ecmwf_ifs025,2026-09-24T00:00,28.9,0.0,6.6
Delhi,ecmwf_ifs025,2026-09-24T01:00,27.9,0.0,6.5
Delhi,ecmwf_ifs025,2026-09-24T02:00,27.1,0.0,6.1
Delhi,ecmwf_ifs025,2026-09-24T03:00,26.6,0.0,4.6
Delhi,ecmwf_ifs025,2026-09-24T04:00,26.4,0.0,3.1
Delhi,ecmwf_ifs025,2026-09-24T05:00,26.4,0.0,2.9
Delhi,ecmwf_ifs025,2026-09-24T06:00,26.7,0.0,4.3
Delhi,ecmwf_ifs025,2026-09-24T07:00,27.2,0.0,7.7
Delhi,ecmwf_ifs025,2026-09-24T08:00,28.0,0.0,10.5
Delhi,ecmwf_ifs025,2026-09-24T09:00,29.2,0.0,10.4
Delhi,ecmwf_ifs025,2026-09-24T10:00,30.7,0.0,8.9
Delhi,ecmwf_ifs025,2026-09-24T11:00,31.9,0.0,7.3
Delhi,ecmwf_ifs025,2026-09-24T12:00,32.9,0.0,6.0
Delhi,ecmwf_ifs025,2026-09-24T13:00,33.7,0.0,5.2
Delhi,ecmwf_ifs025,2026-09-24T14:00,34.1,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-24T15:00,33.9,0.0,5.8
Delhi,ecmwf_ifs025,2026-09-24T16:00,33.2,0.0,7.2
Delhi,ecmwf_ifs025,2026-09-24T17:00,32.4,0.0,8.3
Delhi,ecmwf_ifs025,2026-09-24T18:00,31.4,0.0,8.7
Delhi,ecmwf_ifs025,2026-09-24T19:00,30.3,0.0,9.0
Delhi,ecmwf_ifs025,2026-09-24T20:00,29.2,0.0,8.9
Delhi,ecmwf_ifs025,2026-09-24T21:00,28.5,0.0,8.1
Delhi,ecmwf_ifs025,2026-09-24T22:00,27.9,0.0,7.2
Delhi,ecmwf_ifs025,2026-09-24T23:00,27.3,0.0,6.4
Delhi,ecmwf_ifs025,2026-09-25T00:00,26.7,0.0,5.7
Delhi,ecmwf_ifs025,2026-09-25T01:00,26.1,0.0,5.5
Delhi,ecmwf_ifs025,2026-09-25T02:00,25.6,0.0,4.8
Delhi,ecmwf_ifs025,2026-09-25T03:00,25.1,0.0,3.5
Delhi,ecmwf_ifs025,2026-09-25T04:00,24.6,0.0,2.3
Delhi,ecmwf_ifs025,2026-09-25T05:00,24.6,0.0,1.5
Delhi,ecmwf_ifs025,2026-09-25T06:00,25.0,0.0,1.8
Delhi,ecmwf_ifs025,2026-09-25T07:00,25.9,0.0,3.4
Delhi,ecmwf_ifs025,2026-09-25T08:00,27.0,0.0,4.2
Delhi,ecmwf_ifs025,2026-09-25T09:00,28.4,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T10:00,30.0,0.0,4.8
Delhi,ecmwf_ifs025,2026-09-25T11:00,31.3,0.0,4.8
Delhi,ecmwf_ifs025,2026-09-25T12:00,32.1,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T13:00,32.5,0.0,4.8
Delhi,ecmwf_ifs025,2026-09-25T14:00,32.8,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T15:00,32.9,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T16:00,32.7,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T17:00,32.3,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-25T18:00,31.5,0.0,4.9
Delhi,ecmwf_ifs025,2026-09-25T19:00,30.4,0.0,5.5
Delhi,ecmwf_ifs025,2026-09-25T20:00,29.3,0.0,6.1
Delhi,ecmwf_ifs025,2026-09-25T21:00,28.3,0.0,5.6
Delhi,ecmwf_ifs025,2026-09-25T22:00,27.3,0.0,5.2
Delhi,ecmwf_ifs025,2026-09-25T23:00,26.5,0.0,4.5
Delhi,ecmwf_ifs025,2026-09-26T00:00,26.0,0.0,4.7
Delhi,ecmwf_ifs025,2026-09-26T01:00,25.6,0.0,5.1
Delhi,ecmwf_ifs025,2026-09-26T02:00,25.3,0.0,5.1
Delhi,ecmwf_ifs025,2026-09-26T03:00,24.7,0.0,3.1
Delhi,ecmwf_ifs025,2026-09-26T04:00,24.1,0.0,1.1
Delhi,ecmwf_ifs025,2026-09-26T05:00,24.0,0.0,2.5
Delhi,ecmwf_ifs025,2026-09-26T06:00,24.7,0.0,4.6
Delhi,ecmwf_ifs025,2026-09-26T07:00,25.7,0.0,6.2
Delhi,ecmwf_ifs025,2026-09-26T08:00,26.9,0.0,6.0
Delhi,ecmwf_ifs025,2026-09-26T09:00,28.5,0.0,4.4
Delhi,ecmwf_ifs025,2026-09-26T10:00,30.1,0.0,7.7
Delhi,ecmwf_ifs025,2026-09-26T11:00,30.7,0.0,11.8
Delhi,ecmwf_ifs025,2026-09-26T12:00,29.1,1.4,13.2
Delhi,ecmwf_ifs025,2026-09-26T13:00,26.4,1.4,13.0
Delhi,ecmwf_ifs025,2026-09-26T14:00,24.5,1.4,12.2
Delhi,ecmwf_ifs025,2026-09-26T15:00,24.3,0.4,10.6
Delhi,ecmwf_ifs025,2026-09-26T16:00,24.8,0.4,11.3
Delhi,ecmwf_ifs025,2026-09-26T17:00,25.1,0.4,12.8
Delhi,ecmwf_ifs025,2026-09-26T18:00,25.0,0.0,11.3
