city,model,datetime,temperature,rainfall,wind_speed
Agartala,ecmwf,2026-07-18 00:00:00,26.5,0.1,18.0
Agartala,ecmwf,2026-07-18 01:00:00,26.2,0.1,17.9
Agartala,ecmwf,2026-07-18 02:00:00,26.0,0.1,17.9
Agartala,ecmwf,2026-07-18 03:00:00,25.8,0.1,17.6
Agartala,ecmwf,2026-07-18 04:00:00,25.7,0.1,17.4
Agartala,ecmwf,2026-07-18 05:00:00,25.9,0.1,17.9
Agartala,ecmwf,2026-07-18 06:00:00,26.7,0.1,18.8
Agartala,ecmwf,2026-07-18 07:00:00,27.8,0.1,19.8
Agartala,ecmwf,2026-07-18 08:00:00,28.7,0.1,20.4
Agartala,ecmwf,2026-07-18 09:00:00,29.4,0.2,20.6
Agartala,ecmwf,2026-07-18 10:00:00,30.0,0.2,20.0
Agartala,ecmwf,2026-07-18 11:00:00,30.5,0.2,19.9
Agartala,ecmwf,2026-07-18 12:00:00,31.0,0.1,19.9
Agartala,ecmwf,2026-07-18 13:00:00,31.3,0.1,19.5
Agartala,ecmwf,2026-07-18 14:00:00,31.3,0.1,19.2
Agartala,ecmwf,2026-07-18 15:00:00,30.9,0.3,18.8
Agartala,ecmwf,2026-07-18 16:00:00,30.2,0.3,18.2
Agartala,ecmwf,2026-07-18 17:00:00,29.5,0.3,17.5
Agartala,ecmwf,2026-07-18 18:00:00,29.1,0.0,16.8
Agartala,ecmwf,2026-07-18 19:00:00,28.7,0.0,16.5
Agartala,ecmwf,2026-07-18 20:00:00,28.4,0.0,16.2
Agartala,ecmwf,2026-07-18 21:00:00,28.2,0.0,16.3
Agartala,ecmwf,2026-07-18 22:00:00,28.2,0.0,16.6
Agartala,ecmwf,2026-07-18 23:00:00,28.0,0.0,16.9
Agartala,ecmwf,2026-07-19 00:00:00,27.5,0.0,17.3
Agartala,ecmwf,2026-07-19 01:00:00,27.0,0.0,17.9
Agartala,ecmwf,2026-07-19 02:00:00,26.6,0.0,17.9
Agartala,ecmwf,2026-07-19 03:00:00,26.3,0.0,16.9
Agartala,ecmwf,2026-07-19 04:00:00,26.2,0.0,15.5
Agartala,ecmwf,2026-07-19 05:00:00,26.3,0.0,14.8
Agartala,ecmwf,2026-07-19 06:00:00,26.8,0.2,14.9
Agartala,ecmwf,2026-07-19 07:00:00,27.4,0.2,15.7
Agartala,ecmwf,2026-07-19 08:00:00,27.9,0.2,15.6
Agartala,ecmwf,2026-07-19 09:00:00,28.0,0.3,14.0
Agartala,ecmwf,2026-07-19 10:00:00,28.0,0.3,11.9
Agartala,ecmwf,2026-07-19 11:00:00,27.8,0.3,11.1
Agartala,ecmwf,2026-07-19 12:00:00,27.5,1.8,11.9
Agartala,ecmwf,2026-07-19 13:00:00,27.1,1.8,14.1
Agartala,ecmwf,2026-07-19 14:00:00,26.8,1.8,15.7
Agartala,ecmwf,2026-07-19 15:00:00,26.9,2.1,16.9
Agartala,ecmwf,2026-07-19 16:00:00,27.0,2.1,17.8
Agartala,ecmwf,2026-07-19 17:00:00,27.0,2.1,18.2
Agartala,ecmwf,2026-07-19 18:00:00,26.7,0.1,18.1
Agartala,ecmwf,2026-07-19 19:00:00,26.2,0.1,17.6
Agartala,ecmwf,2026-07-19 20:00:00,25.9,0.1,17.1
Agartala,ecmwf,2026-07-19 21:00:00,25.9,0.1,16.5
Agartala,ecmwf,2026-07-19 22:00:00,26.0,0.1,15.6
Agartala,ecmwf,2026-07-19 23:00:00,26.1,0.1,15.2
Agartala,ecmwf,2026-07-20 00:00:00,25.9,0.6,14.8
Agartala,ecmwf,2026-07-20 01:00:00,25.5,0.6,14.5
Agartala,ecmwf,2026-07-20 02:00:00,25.3,0.6,14.1
Agartala,ecmwf,2026-07-20 03:00:00,25.1,1.5,12.7
Agartala,ecmwf,2026-07-20 04:00:00,25.0,1.5,11.3
Agartala,ecmwf,2026-07-20 05:00:00,25.0,1.5,10.2
Agartala,ecmwf,2026-07-20 06:00:00,25.4,1.1,9.9
Agartala,ecmwf,2026-07-20 07:00:00,25.9,1.1,10.2
Agartala,ecmwf,2026-07-20 08:00:00,26.5,1.1,10.5
Agartala,ecmwf,2026-07-20 09:00:00,27.1,0.6,10.0
Agartala,ecmwf,2026-07-20 10:00:00,27.6,0.6,9.2
Agartala,ecmwf,2026-07-20 11:00:00,28.0,0.6,8.9
Agartala,ecmwf,2026-07-20 12:00:00,27.8,4.8,9.4
Agartala,ecmwf,2026-07-20 13:00:00,27.5,4.8,10.8
Agartala,ecmwf,2026-07-20 14:00:00,27.1,4.8,11.3
Agartala,ecmwf,2026-07-20 15:00:00,27.0,0.3,11.0
Agartala,ecmwf,2026-07-20 16:00:00,27.0,0.3,9.8
Agartala,ecmwf,2026-07-20 17:00:00,26.9,0.3,9.3
Agartala,ecmwf,2026-07-20 18:00:00,26.6,0.0,8.9
Agartala,ecmwf,2026-07-20 19:00:00,26.3,0.0,8.8
Agartala,ecmwf,2026-07-20 20:00:00,26.1,0.0,9.2
Agartala,ecmwf,2026-07-20 21:00:00,26.1,0.1,9.3
Agartala,ecmwf,2026-07-20 22:00:00,26.2,0.1,10.2
Agartala,ecmwf,2026-07-20 23:00:00,26.2,0.1,10.5
Agartala,ecmwf,2026-07-21 00:00:00,26.0,0.2,10.4
Agartala,ecmwf,2026-07-21 01:00:00,25.7,0.2,10.2
Agartala,ecmwf,2026-07-21 02:00:00,25.5,0.2,10.2
Agartala,ecmwf,2026-07-21 03:00:00,25.3,0.1,9.8
Agartala,ecmwf,2026-07-21 04:00:00,25.2,0.1,9.3
Agartala,ecmwf,2026-07-21 05:00:00,25.3,0.1,9.2
Agartala,ecmwf,2026-07-21 06:00:00,26.0,0.1,9.2
Agartala,ecmwf,2026-07-21 07:00:00,27.0,0.1,9.6
Agartala,ecmwf,2026-07-21 08:00:00,27.8,0.1,9.7
Agartala,ecmwf,2026-07-21 09:00:00,28.5,0.2,9.7
Agartala,ecmwf,2026-07-21 10:00:00,29.1,0.2,11.1
Agartala,ecmwf,2026-07-21 11:00:00,29.5,0.2,12.6
Agartala,ecmwf,2026-07-21 12:00:00,30.0,0.4,12.4
Agartala,ecmwf,2026-07-21 13:00:00,30.4,0.4,11.6
Agartala,ecmwf,2026-07-21 14:00:00,30.4,0.4,10.8
Agartala,ecmwf,2026-07-21 15:00:00,29.5,0.2,10.4
Agartala,ecmwf,2026-07-21 16:00:00,28.1,0.2,10.5
Agartala,ecmwf,2026-07-21 17:00:00,27.0,0.2,10.7
Agartala,ecmwf,2026-07-21 18:00:00,26.5,0.3,12.4
Agartala,ecmwf,2026-07-21 19:00:00,26.2,0.3,14.6
Agartala,ecmwf,2026-07-21 20:00:00,26.1,0.3,16.0
Agartala,ecmwf,2026-07-21 21:00:00,25.9,0.1,15.3
Agartala,ecmwf,2026-07-21 22:00:00,25.8,0.1,13.5
Agartala,ecmwf,2026-07-21 23:00:00,25.6,0.1,12.5
Agartala,ecmwf,2026-07-22 00:00:00,25.4,0.5,12.2
Agartala,ecmwf,2026-07-22 01:00:00,25.2,0.5,12.4
Agartala,ecmwf,2026-07-22 02:00:00,25.1,0.5,12.8
Agartala,ecmwf,2026-07-22 03:00:00,25.2,0.2,12.3
Agartala,ecmwf,2026-07-22 04:00:00,25.3,0.2,12.0
Agartala,ecmwf,2026-07-22 05:00:00,25.8,0.2,12.4
Agartala,ecmwf,2026-07-22 06:00:00,26.8,0.0,13.7
Agartala,ecmwf,2026-07-22 07:00:00,28.1,0.0,15.4
Agartala,ecmwf,2026-07-22 08:00:00,28.9,0.0,16.6
Agartala,ecmwf,2026-07-22 09:00:00,29.0,1.6,16.5
Agartala,ecmwf,2026-07-22 10:00:00,28.6,1.6,15.9
Agartala,ecmwf,2026-07-22 11:00:00,28.4,1.6,16.0
Agartala,ecmwf,2026-07-22 12:00:00,28.4,0.7,17.1
Agartala,ecmwf,2026-07-22 13:00:00,28.5,0.7,18.6
Agartala,ecmwf,2026-07-22 14:00:00,28.5,0.7,19.1
Agartala,ecmwf,2026-07-22 15:00:00,28.2,1.0,17.5
Agartala,ecmwf,2026-07-22 16:00:00,27.9,1.0,14.7
Agartala,ecmwf,2026-07-22 17:00:00,27.5,1.0,13.2
Agartala,ecmwf,2026-07-22 18:00:00,26.9,0.2,12.7
Agartala,ecmwf,2026-07-22 19:00:00,26.2,0.2,13.1
Agartala,ecmwf,2026-07-22 20:00:00,25.8,0.2,13.4
Agartala,ecmwf,2026-07-22 21:00:00,25.8,0.1,13.5
Agartala,ecmwf,2026-07-22 22:00:00,25.9,0.1,13.9
Agartala,ecmwf,2026-07-22 23:00:00,26.0,0.1,13.7
Agartala,ecmwf,2026-07-23 00:00:00,25.6,0.6,12.7
Agartala,ecmwf,2026-07-23 01:00:00,25.1,0.6,11.3
Agartala,ecmwf,2026-07-23 02:00:00,24.8,0.6,10.5
Agartala,ecmwf,2026-07-23 03:00:00,24.8,0.2,10.8
Agartala,ecmwf,2026-07-23 04:00:00,24.9,0.2,11.5
Agartala,ecmwf,2026-07-23 05:00:00,25.2,0.2,11.9
Agartala,ecmwf,2026-07-23 06:00:00,25.8,0.6,11.3
Agartala,ecmwf,2026-07-23 07:00:00,26.6,0.6,10.7
Agartala,ecmwf,2026-07-23 08:00:00,27.2,0.6,10.4
Agartala,ecmwf,2026-07-23 09:00:00,27.3,3.5,11.6
Agartala,ecmwf,2026-07-23 10:00:00,27.2,3.5,14.0
Agartala,ecmwf,2026-07-23 11:00:00,27.1,3.5,15.5
Agartala,ecmwf,2026-07-23 12:00:00,27.3,1.3,15.2
Agartala,ecmwf,2026-07-23 13:00:00,27.6,1.3,13.8
Agartala,ecmwf,2026-07-23 14:00:00,27.7,1.3,12.7
Agartala,ecmwf,2026-07-23 15:00:00,27.6,0.5,12.8
Agartala,ecmwf,2026-07-23 16:00:00,27.4,0.5,13.4
Agartala,ecmwf,2026-07-23 17:00:00,27.0,0.5,13.4
Agartala,ecmwf,2026-07-23 18:00:00,26.6,0.1,12.8
Agartala,ecmwf,2026-07-23 19:00:00,26.1,0.1,12.2
Agartala,ecmwf,2026-07-23 20:00:00,25.7,0.1,11.7
Agartala,ecmwf,2026-07-23 21:00:00,25.5,0.0,10.8
Agartala,ecmwf,2026-07-23 22:00:00,25.5,0.0,10.2
Agartala,ecmwf,2026-07-23 23:00:00,25.4,0.0,10.0
Agartala,ecmwf,2026-07-24 00:00:00,25.1,0.0,10.6
Agartala,ecmwf,2026-07-24 01:00:00,24.8,0.0,11.2
Agartala,ecmwf,2026-07-24 02:00:00,24.7,0.0,12.0
Agartala,ecmwf,2026-07-24 03:00:00,24.7,0.0,12.3
Agartala,ecmwf,2026-07-24 04:00:00,24.8,0.0,12.1
Agartala,ecmwf,2026-07-24 05:00:00,25.3,0.0,12.3
Agartala,ecmwf,2026-07-24 06:00:00,26.2,0.1,12.6
Agartala,ecmwf,2026-07-24 07:00:00,27.5,0.1,13.2
Agartala,ecmwf,2026-07-24 08:00:00,28.6,0.1,13.8
Agartala,ecmwf,2026-07-24 09:00:00,29.5,0.1,14.1
Agartala,ecmwf,2026-07-24 10:00:00,30.2,0.1,14.1
Agartala,ecmwf,2026-07-24 11:00:00,30.7,0.1,14.3
Agartala,ecmwf,2026-07-24 12:00:00,30.8,0.7,14.8
Agartala,ecmwf,2026-07-24 13:00:00,30.6,0.7,15.6
Agartala,ecmwf,2026-07-24 14:00:00,30.2,0.7,16.0
Agartala,ecmwf,2026-07-24 15:00:00,29.8,0.1,15.6
Agartala,ecmwf,2026-07-24 16:00:00,29.3,0.1,15.5
Agartala,ecmwf,2026-07-24 17:00:00,28.7,0.1,14.8
Agartala,ecmwf,2026-07-24 18:00:00,28.0,0.0,12.5
Agartala,ecmwf,2026-07-24 19:00:00,27.3,0.0,9.9
Agartala,ecmwf,2026-07-24 20:00:00,26.8,0.0,8.2
Agartala,ecmwf,2026-07-24 21:00:00,26.8,0.0,8.4
Agartala,ecmwf,2026-07-24 22:00:00,26.9,0.0,9.7
Agartala,ecmwf,2026-07-24 23:00:00,26.9,0.0,10.8
Agartala,ecmwf,2026-07-25 00:00:00,26.4,0.0,11.8
Agartala,ecmwf,2026-07-25 01:00:00,25.8,0.0,13.0
Agartala,ecmwf,2026-07-25 02:00:00,25.4,0.0,13.2
Agartala,ecmwf,2026-07-25 03:00:00,25.1,0.0,12.3
Agartala,ecmwf,2026-07-25 04:00:00,25.0,0.0,10.8
Agartala,ecmwf,2026-07-25 05:00:00,25.4,0.0,10.0
Agartala,ecmwf,2026-07-25 06:00:00,26.5,0.0,10.8
Agartala,ecmwf,2026-07-25 07:00:00,28.0,0.0,12.3
Agartala,ecmwf,2026-07-25 08:00:00,29.3,0.0,13.5
Agartala,ecmwf,2026-07-25 09:00:00,30.2,0.0,13.5
Agartala,ecmwf,2026-07-25 10:00:00,31.0,0.0,12.7
Agartala,ecmwf,2026-07-25 11:00:00,31.6,0.0,12.2
Agartala,ecmwf,2026-07-25 12:00:00,32.3,0.2,12.0
Agartala,ecmwf,2026-07-25 13:00:00,32.9,0.2,11.5
Agartala,ecmwf,2026-07-25 14:00:00,33.0,0.2,11.2
Agartala,ecmwf,2026-07-25 15:00:00,32.3,0.1,10.9
Agartala,ecmwf,2026-07-25 16:00:00,31.2,0.1,10.8
Agartala,ecmwf,2026-07-25 17:00:00,30.2,0.1,10.6
Agartala,ecmwf,2026-07-25 18:00:00,29.3,0.0,10.1
Agartala,ecmwf,2026-07-25 19:00:00,28.4,0.0,9.9
Agartala,ecmwf,2026-07-25 20:00:00,27.8,0.0,9.2
Agartala,ecmwf,2026-07-25 21:00:00,27.5,0.0,7.9
Agartala,ecmwf,2026-07-25 22:00:00,27.4,0.0,6.1
Agartala,ecmwf,2026-07-25 23:00:00,27.2,0.0,4.9
Agartala,ecmwf,2026-07-26 00:00:00,26.9,0.0,4.8
Agartala,ecmwf,2026-07-26 01:00:00,26.4,0.0,5.6
Agartala,ecmwf,2026-07-26 02:00:00,26.2,0.0,5.9
Agartala,ecmwf,2026-07-26 03:00:00,26.1,0.0,5.8
Agartala,ecmwf,2026-07-26 04:00:00,26.3,0.0,6.5
Agartala,ecmwf,2026-07-26 05:00:00,26.8,0.0,7.6
Agartala,ecmwf,2026-07-26 06:00:00,27.9,0.0,9.0
Agartala,ecmwf,2026-07-26 07:00:00,29.3,0.0,10.2
Agartala,ecmwf,2026-07-26 08:00:00,30.6,0.0,11.4
Agartala,ecmwf,2026-07-26 09:00:00,31.7,0.1,11.4
Agartala,ecmwf,2026-07-26 10:00:00,32.7,0.1,10.7
Agartala,ecmwf,2026-07-26 11:00:00,33.2,0.1,10.7
Agartala,ecmwf,2026-07-26 12:00:00,33.0,0.2,11.9
Agartala,ecmwf,2026-07-26 13:00:00,32.2,0.2,14.2
Agartala,ecmwf,2026-07-26 14:00:00,31.4,0.2,16.1
Agartala,ecmwf,2026-07-26 15:00:00,30.7,0.2,17.1
Agartala,ecmwf,2026-07-26 16:00:00,29.9,0.2,17.4
Agartala,ecmwf,2026-07-26 17:00:00,29.2,0.2,17.4
Agartala,ecmwf,2026-07-26 18:00:00,28.4,0.0,16.0
Agartala,ecmwf,2026-07-26 19:00:00,27.7,0.0,14.2
Agartala,ecmwf,2026-07-26 20:00:00,27.3,0.0,12.3
Agartala,ecmwf,2026-07-26 21:00:00,27.4,0.0,10.7
Agartala,ecmwf,2026-07-26 22:00:00,27.7,0.0,8.9
Agartala,ecmwf,2026-07-26 23:00:00,27.9,0.0,8.2
Agartala,ecmwf,2026-07-27 00:00:00,27.6,0.0,8.0
Agartala,ecmwf,2026-07-27 01:00:00,27.1,0.0,8.3
Agartala,ecmwf,2026-07-27 02:00:00,26.8,0.0,8.9
Agartala,ecmwf,2026-07-27 03:00:00,26.8,0.0,9.3
Agartala,ecmwf,2026-07-27 04:00:00,26.9,0.0,10.3
Agartala,ecmwf,2026-07-27 05:00:00,27.2,0.0,11.9
Agartala,ecmwf,2026-07-27 06:00:00,27.9,0.1,14.8
Agartala,ecmwf,2026-07-27 07:00:00,28.8,0.1,18.4
Agartala,ecmwf,2026-07-27 08:00:00,29.7,0.1,21.0
Agartala,ecmwf,2026-07-27 09:00:00,30.9,0.2,21.7
Agartala,ecmwf,2026-07-27 10:00:00,32.1,0.2,21.6
Agartala,ecmwf,2026-07-27 11:00:00,32.6,0.2,21.4
Agartala,ecmwf,2026-07-27 12:00:00,31.8,0.7,21.3
Agartala,ecmwf,2026-07-27 13:00:00,30.3,0.7,21.0
Agartala,ecmwf,2026-07-27 14:00:00,29.2,0.7,20.6
Agartala,ecmwf,2026-07-27 15:00:00,29.1,0.2,19.3
Agartala,ecmwf,2026-07-27 16:00:00,29.3,0.2,17.7
Agartala,ecmwf,2026-07-27 17:00:00,29.3,0.2,16.3
Agartala,ecmwf,2026-07-27 18:00:00,29.0,0.0,15.1
Agartala,ecmwf,2026-07-27 19:00:00,28.6,0.0,14.3
Agartala,ecmwf,2026-07-27 20:00:00,28.1,0.0,14.3
Agartala,ecmwf,2026-07-27 21:00:00,27.7,0.0,15.0
Agartala,ecmwf,2026-07-27 22:00:00,27.4,0.0,16.1
Agartala,ecmwf,2026-07-27 23:00:00,27.1,0.0,17.2
Agartala,ecmwf,2026-07-28 00:00:00,26.8,0.0,17.5
Agartala,ecmwf,2026-07-28 01:00:00,26.7,0.0,17.8
Agartala,ecmwf,2026-07-28 02:00:00,26.6,0.0,17.5
Agartala,ecmwf,2026-07-28 03:00:00,26.7,0.0,16.9
Agartala,ecmwf,2026-07-28 04:00:00,26.9,0.0,16.0
Agartala,ecmwf,2026-07-28 05:00:00,27.3,0.0,15.8
Agartala,ecmwf,2026-07-28 06:00:00,28.1,0.0,16.5
Agartala,ecmwf,2026-07-28 07:00:00,29.1,0.0,17.8
Agartala,ecmwf,2026-07-28 08:00:00,29.9,0.0,18.9
Agartala,ecmwf,2026-07-28 09:00:00,30.4,0.0,19.4
Agartala,ecmwf,2026-07-28 10:00:00,30.7,0.0,19.4
Agartala,ecmwf,2026-07-28 11:00:00,30.6,0.0,18.2
Agartala,ecmwf,2026-07-28 12:00:00,30.1,2.0,15.1
Agartala,ecmwf,2026-07-28 13:00:00,29.2,2.0,11.2
Agartala,ecmwf,2026-07-28 14:00:00,28.6,2.0,9.1
Agartala,ecmwf,2026-07-28 15:00:00,28.5,1.0,9.4
Agartala,ecmwf,2026-07-28 16:00:00,28.6,1.0,11.3
Agartala,ecmwf,2026-07-28 17:00:00,28.6,1.0,13.1
Agartala,ecmwf,2026-07-28 18:00:00,28.2,0.0,13.4
Agartala,ecmwf,2026-07-28 19:00:00,27.7,0.0,13.0
Agartala,ecmwf,2026-07-28 20:00:00,27.3,0.0,12.9
Agartala,ecmwf,2026-07-28 21:00:00,27.2,0.0,12.8
Agartala,ecmwf,2026-07-28 22:00:00,27.2,0.0,13.0
Agartala,ecmwf,2026-07-28 23:00:00,27.2,0.0,13.2
Agartala,ecmwf,2026-07-29 00:00:00,26.9,0.2,13.6
Agartala,ecmwf,2026-07-29 01:00:00,26.4,0.2,14.2
Agartala,ecmwf,2026-07-29 02:00:00,26.2,0.2,14.3
Agartala,ecmwf,2026-07-29 03:00:00,26.2,0.0,13.3
Agartala,ecmwf,2026-07-29 04:00:00,26.4,0.0,12.0
Agartala,ecmwf,2026-07-29 05:00:00,26.6,0.0,11.2
Agartala,ecmwf,2026-07-29 06:00:00,26.8,0.9,11.2
Agartala,ecmwf,2026-07-29 07:00:00,27.1,0.9,11.5
Agartala,ecmwf,2026-07-29 08:00:00,27.5,0.9,11.7
Agartala,ecmwf,2026-07-29 09:00:00,28.2,2.7,12.2
Agartala,ecmwf,2026-07-29 10:00:00,29.0,2.7,12.7
Agartala,ecmwf,2026-07-29 11:00:00,29.6,2.7,13.5
Agartala,ecmwf,2026-07-29 12:00:00,29.8,0.5,15.1
Agartala,ecmwf,2026-07-29 13:00:00,29.8,0.5,17.9
Agartala,ecmwf,2026-07-29 14:00:00,29.5,0.5,19.5
Agartala,ecmwf,2026-07-29 15:00:00,29.0,0.4,17.9
Agartala,ecmwf,2026-07-29 16:00:00,28.4,0.4,14.7
Agartala,ecmwf,2026-07-29 17:00:00,27.7,0.4,12.6
Agartala,ecmwf,2026-07-29 18:00:00,27.2,0.2,12.9
Agartala,ecmwf,2026-07-29 19:00:00,26.6,0.2,14.1
Agartala,ecmwf,2026-07-29 20:00:00,26.3,0.2,15.2
Agartala,ecmwf,2026-07-29 21:00:00,26.2,0.0,15.7
